117	inter	35806.R	35807.R	19	1	1	15758207	16213040	35806.O	35807.O	17	8	1	-1	32790167	33617963	75237362	75375496	50000	404833	1
118	inter	35807.R	35808.R	19	1	1	19724937	28639680	35807.O	35808.O	8	7	-1	1	71673806	72364725	39042607	46912636	50000	8864743	1
119	intra	35808.R	35809.R	19	1	1	30035362	30143064	35808.O	35809.O	7	7	1	-1	48161718	50713130	39042607	42042607	50000	57702	1
120	intra	35810.R	35811.R	19	1	1	48657700	48850017	35810.O	35811.O	7	7	-1	-1	13590795	13884117	53154276	53287037	50000	142317	1
121	intra	35811.R	35812.R	19	1	1	51871957	54418915	35811.O	35812.O	7	7	-1	1	48161718	50713130	338114	3338114	50000	2496958	1
122	intra	35814.R	35815.R	2	1	1	9228318	9404723	35814.O	35815.O	12	12	-1	1	25352927	25458865	18173604	21173604	50000	126405	1
123	intra	35816.R	35817.R	2	1	1	10234917	10353009	35816.O	35817.O	12	12	1	-1	25352927	25458865	17729634	20729634	50000	68092	1
124	inter	35817.R	35818.R	2	1	1	26311943	26444466	35817.O	35818.O	12	5	-1	1	296833	3296833	30297124	30480992	50000	82523	1
125	inter	35820.R	35821.R	2	1	1	28974462	29083520	35820.O	35821.O	5	17	1	1	32745582	32931560	71850821	71951236	50000	59058	1
126	inter	35822.R	35823.R	2	1	1	53232184	53932943	35822.O	35823.O	17	11	1	-1	93431010	93603683	30956366	31302048	50000	650759	1
127	inter	35823.R	35824.R	2	1	1	68644726	68765037	35823.O	35824.O	11	6	-1	-1	16797264	16901092	87570391	87674439	50000	70311	1
128	inter	35824.R	35825.R	2	1	1	87045119	87395633	35824.O	35825.O	6	2	-1	-1	71200800	71307504	128436897	128801942	50000	300514	1
129	inter	35825.R	35826.R	2	1	1	87946071	88352422	35825.O	35826.O	2	6	-1	-1	128693384	128108204	71200800	71307504	50000	356351	-3
130	inter	35826.R	35827.R	2	1	1	89124373	95692277	35826.O	35827.O	6	2	-1	-1	67392073	70709014	127502441	127709617	50000	6517904	1
131	inter	35827.R	35828.R	2	1	1	96990617	97201065	35827.O	35828.O	2	1	-1	1	126845218	126978209	36251333	36361494	50000	160448	1
132	inter	35828.R	35829.R	2	1	1	106769719	107433985	35828.O	35829.O	1	17	1	-1	43837041	44023886	55652107	56141900	50000	614266	1
133	inter	35829.R	35830.R	2	1	1	108748215	109115537	35829.O	35830.O	17	10	-1	1	53780729	54260407	57505878	57768129	50000	317322	1
134	inter	35830.R	35831.R	2	1	1	110352734	111533204	35830.O	35831.O	10	2	1	1	58648594	58829416	127502441	127709617	50000	1130470	1
135	intra	35831.R	35832.R	2	1	1	112910231	113023390	35831.O	35832.O	2	2	1	1	128693384	128108204	128436897	128801942	50000	63159	-3
136	intra	35832.R	35833.R	2	1	1	113600007	113773845	35832.O	35833.O	2	2	1	1	129190226	129143937	23854993	24075261	50000	123838	-3
137	inter	35833.R	35834.R	2	1	1	114087444	114221139	35833.O	35834.O	2	19	1	-1	24380383	24509307	25012153	24957903	50000	83695	-4
138	inter	35834.R	35835.R	2	1	1	114271953	114486107	35834.O	35835.O	19	1	-1	-1	25012153	24957903	127477362	127595592	50000	164154	-3
139	intra	35835.R	35836.R	2	1	1	122528025	122635948	35835.O	35836.O	1	1	-1	1	118969512	120213392	113912311	115320399	50000	57923	1
140	inter	35836.R	35837.R	2	1	1	126297698	127855408	35836.O	35837.O	1	18	1	-1	118969512	120213392	32545589	32902817	50000	1507710	1
141	inter	35837.R	35838.R	2	1	1	128736667	128898553	35837.O	35838.O	18	1	-1	1	31685646	31843142	34417402	34685592	50000	111886	1
142	inter	35838.R	35839.R	2	1	1	131864911	132654281	35838.O	35839.O	1	16	1	-1	36251333	36361494	86626655	86545095	50000	739370	-4
143	inter	35839.R	35840.R	2	1	1	132707591	133188389	35839.O	35840.O	16	1	-1	1	86626655	86545095	127477362	127595592	50000	430798	-3
144	inter	35840.R	35841.R	2	1	1	138557743	138771435	35840.O	35841.O	1	2	1	-1	132213700	132384681	23854993	24075261	50000	163692	1
145	intra	35841.R	35842.R	2	1	1	139495160	140115297	35841.O	35842.O	2	2	-1	1	23003933	23216835	39032669	39413179	50000	570137	1
146	inter	35842.R	35843.R	2	1	1	188345329	189057277	35842.O	35843.O	2	1	1	1	84258441	84372889	44227004	44444151	50000	661948	1
147	intra	35845.R	35846.R	20	1	1	1397942	1786101	35845.O	35846.O	2	2	-1	1	150817138	151369591	129190226	129143937	50000	338159	-4
148	intra	35846.R	35847.R	20	1	1	25556620	29983153	35846.O	35847.O	2	2	1	1	150817138	151369591	152275970	152427995	50000	4376533	1
149	inter	35849.R	35850.R	21	1	1	10542667	14585253	35849.O	35850.O	3	16	1	1	44278148	44193196	86626655	86545095	50000	3992586	-5
150	intra	35850.R	35851.R	21	1	1	14664360	15565528	35850.O	35851.O	16	16	1	1	86596279	89596279	75483441	75598830	50000	851168	1
151	inter	35851.R	35852.R	21	1	1	43388088	43540502	35851.O	35852.O	16	17	1	1	98139038	86545095	31027825	31140833	50000	102414	-3
152	inter	35852.R	35853.R	21	1	1	45072943	45328940	35852.O	35853.O	17	10	1	-1	32152063	32307628	77775454	78030734	50000	205997	1
153	inter	35854.R	35855.R	22	1	1	18609740	19060381	35854.O	35855.O	6	16	1	-1	121170667	122244446	18920517	19801633	50000	400641	1
154	inter	35855.R	35856.R	22	1	1	22288262	23446488	35855.O	35856.O	16	10	-1	1	16525303	16920152	74260018	74465342	50000	1108226	1
155	inter	35856.R	35857.R	22	1	1	24981504	25251765	35856.O	35857.O	10	5	1	-1	75287027	75719919	113690207	113848218	50000	220261	1
156	inter	35857.R	35858.R	22	1	1	29106283	29301511	35857.O	35858.O	5	11	-1	-1	111189333	111303051	5324598	5654321	50000	145228	1
157	inter	35858.R	35859.R	22	1	1	31972116	32072117	35858.O	35859.O	11	5	-1	1	75669	3075669	32965506	33135252	50000	50001	1
158	inter	35859.R	35860.R	22	1	1	32461666	32833299	35859.O	35860.O	5	10	1	1	33455515	33575215	85347096	85451120	50000	321633	1
159	inter	35860.R	35861.R	22	1	1	33422414	33708332	35860.O	35861.O	10	8	1	1	85929330	86197576	75237362	75375496	50000	235918	1
160	inter	35861.R	35862.R	22	1	1	35903121	36012951	35861.O	35862.O	8	15	1	1	77700405	77859233	76716319	76867690	50000	59830	1
161	intra	35863.R	35864.R	3	1	1	12847767	12989278	35863.O	35864.O	6	6	1	1	115804574	115806983	90546500	90659507	50000	91511	-3
162	inter	35864.R	35865.R	3	1	1	15113105	15295114	35864.O	35865.O	6	14	1	1	92125468	92288951	32089421	32197210	50000	132009	1
163	inter	35865.R	35866.R	3	1	1	16257845	16357846	35865.O	35866.O	14	17	1	1	32849970	33004557	50031698	50139163	50000	50001	1
164	inter	35866.R	35867.R	3	1	1	20181899	23196386	35866.O	35867.O	17	14	1	-1	53780729	54260407	19772946	20574935	50000	2964487	1
165	inter	35867.R	35868.R	3	1	1	27671393	27803690	35867.O	35868.O	14	9	-1	-1	14903921	15367554	118349011	118455224	50000	82297	1
166	intra	35868.R	35869.R	3	1	1	37211140	37319243	35868.O	35869.O	9	9	-1	1	110912646	111038337	118349011	118455224	50000	58103	1
167	intra	35869.R	35870.R	3	1	1	46373369	46496256	35869.O	35870.O	9	9	1	-1	123995161	124076172	110912646	111038337	50000	72887	1
168	inter	35870.R	35871.R	3	1	1	52296387	52400060	35870.O	35871.O	9	14	-1	-1	105904063	106078817	32089421	32197210	50000	53673	1
169	intra	35871.R	35872.R	3	1	1	57881230	58043765	35871.O	35872.O	14	14	-1	1	26575929	27273015	5700162	8700162	50000	112535	1
170	inter	35872.R	35873.R	3	1	1	63959700	64067713	35872.O	35873.O	14	6	1	1	14903921	15367554	92125468	92288951	50000	58013	1
171	inter	35873.R	35874.R	3	1	1	75272601	75915702	35873.O	35874.O	6	16	1	-1	103222166	103287391	75483441	75598830	50000	593101	1
172	inter	35875.R	35876.R	3	1	1	125293459	125775101	35875.O	35876.O	16	6	-1	1	33078467	33211454	87570391	87674439	50000	431642	1
173	intra	35876.R	35877.R	3	1	1	128988484	129144932	35876.O	35877.O	6	6	1	1	90546500	90659507	115804574	115806983	50000	106448	-4
174	inter	35877.R	35878.R	3	1	1	129582650	129981635	35877.O	35878.O	6	9	1	-1	116102342	116220329	105904063	106078817	50000	348985	1
175	inter	35879.R	35880.R	3	1	1	148037492	148517535	35879.O	35880.O	9	3	-1	-1	90052095	90258626	20158393	20520426	50000	430043	1
176	intra	35880.R	35881.R	3	1	1	148915303	149105816	35880.O	35881.O	3	3	-1	1	19729141	19894261	56945963	57104365	50000	140513	1
177	intra	35881.R	35882.R	3	1	1	167772106	167907105	35881.O	35882.O	3	3	1	-1	75734728	75910358	31435949	31688346	50000	84999	1
178	intra	35882.R	35883.R	3	1	1	178055807	178187517	35882.O	35883.O	3	3	-1	1	20158393	20520426	31435949	31688346	50000	81710	1
179	inter	35883.R	35884.R	3	1	1	182768465	183015714	35883.O	35884.O	3	16	1	1	35851657	36124850	18920517	19801633	50000	197249	1
180	intra	35886.R	35887.R	4	1	1	973731	1159142	35886.O	35887.O	5	5	1	1	109088428	110590767	33455515	33575215	50000	135411	1
181	inter	35889.R	35890.R	4	1	1	88950187	89228698	35889.O	35890.O	5	6	1	1	104933146	105874519	56824728	57506415	50000	228511	1
182	inter	35890.R	35891.R	4	1	1	95223100	95334699	35890.O	35891.O	6	3	1	-1	65073639	65464876	142081396	142209959	50000	61599	1
183	inter	35891.R	35892.R	4	1	1	119288945	119389188	35891.O	35892.O	3	1	-1	-1	123051525	123155433	178668839	181668839	50000	50243	1
184	inter	35892.R	35893.R	4	1	1	119462723	119646924	35892.O	35893.O	1	3	-1	-1	181709381	178635320	123051525	123155433	50000	134201	-3
185	inter	35893.R	35894.R	4	1	1	120653320	121068693	35893.O	35894.O	3	6	-1	-1	122288627	122403311	66414729	66879576	50000	365373	1
186	inter	35894.R	35895.R	4	1	1	122144687	122292382	35894.O	35895.O	6	3	-1	1	65073639	65464876	35851657	36124850	50000	97695	1
187	inter	35895.R	35896.R	4	1	1	141140230	141301922	35895.O	35896.O	3	8	1	-1	51971106	44172086	85940128	86140536	50000	111692	-3
188	inter	35896.R	35897.R	4	1	1	150842329	151016383	35896.O	35897.O	8	3	-1	-1	77700405	77859233	86717002	86849634	50000	124054	1
189	inter	35897.R	35898.R	4	1	1	163046512	163554024	35897.O	35898.O	3	8	-1	-1	75734728	75910358	69871244	70064006	50000	457512	1
190	inter	35899.R	35900.R	5	1	1	7885441	8977745	35899.O	35900.O	13	15	-1	-1	67073758	68738227	32639145	32767008	50000	1042304	1
191	inter	35900.R	35901.R	5	1	1	42838975	43496298	35900.O	35901.O	15	13	-1	-1	204663	3204663	120234309	120284312	50000	607323	1
192	intra	35901.R	35902.R	5	1	1	46068514	49619996	35901.O	35902.O	13	13	-1	-1	118033771	118234614	118132625	117947319	50000	3501482	-4
193	inter	35904.R	35905.R	5	1	1	96094383	96252316	35904.O	35905.O	13	17	-1	-1	74451635	74826754	17739880	20739880	50000	107933	1
