1	1	896812	49632018	4	110711753	155608033	-1
2	1	49646559	49680921	4	110669316	110699111	1
3	1	49685699	59011515	4	102987126	110659881	-1
4	1	59041059	59044186	6	67484056	67486905	1
5	1	59125167	67523846	4	94613216	102890138	1
6	1	67632065	68243448	6	66893570	67441921	-1
7	1	68591141	89587512	3	142163659	159598077	-1
8	1	89599071	89661121	5	105588087	105771159	1
9	1	89703267	89851445	5	105443829	105523123	-1
10	1	89984157	93828167	5	105839812	108709563	1
11	1	93909231	120529705	3	97885841	122327766	-1
12	1	120563992	120603398	3	97825984	97859493	-1
13	1	143930544	144037100	1	133317342	133408599	-1
14	1	144874792	145212309	3	97514255	97820209	1
15	1	145263510	145281683	3	97867506	97876824	1
16	1	145413154	145747131	3	96328970	96654240	1
17	1	146626152	147400694	3	96709103	97478182	-1
18	1	149038969	149068494	3	97493746	97514217	-1
19	1	149857810	158069995	3	86882570	96074056	-1
20	1	158389823	158396178	8	86059568	86065879	-1
21	1	158517048	205914377	1	133638974	176379604	-1
22	1	206197380	206331147	1	133476075	133571484	1
23	1	206509996	207533088	1	132287942	133314555	-1
24	1	207576263	213967550	1	192190113	197046977	-1
25	1	213969280	213972706	1	192177755	192183149	1
26	1	213985996	224348903	1	184243938	192171981	-1
27	1	224362882	224363418	6	65100980	65101509	-1
28	1	224377277	224377889	1	184209240	184209852	-1
29	1	224380032	225977055	1	182989806	184061580	1
30	1	226016453	227619755	1	181793640	182932091	-1
31	1	227621781	227622178	14	57284429	57284823	-1
32	1	227920151	228699605	11	58732723	59269051	-1
33	1	228871557	235318430	8	126177922	129489525	1
34	1	235330206	240074297	13	9874698	14291641	-1
35	1	240176085	240176291	3	96216940	96217147	-1
36	1	240221579	247124592	1	176419305	181757915	1
37	1	247393274	247395182	1	46471379	46473776	1
38	1	247463840	247621536	11	59300587	59389624	1
39	1	247835514	247887096	7	93454789	93534919	1
40	1	247938220	247939098	13	65253542	65254420	1
41	1	247997213	248059380	11	58356586	58479554	1
42	1	248097230	248154470	16	19514828	19606601	-1
43	1	248185399	248263565	11	58303369	58304107	-1
44	1	248541383	248551760	14	15007748	15017101	-1
45	1	248569476	248570317	14	15160654	15161495	1
46	1	248862279	249212525	11	58044020	58259785	-1
47	2	34399	8148829	12	26298917	31767896	-1
48	2	8156509	8256228	12	26229319	26288159	1
49	2	8274832	9248542	12	25429048	26219520	-1
50	2	9315251	10269514	12	18486969	25398098	1
51	2	10303165	10567527	12	17564418	17798532	1
52	2	10580851	26361922	12	3246857	17557557	-1
53	2	26372029	26373487	13	65029359	65030515	-1
54	2	26396085	29023906	5	30431827	32795127	1
55	2	29038294	53342321	17	71905235	93509855	1
56	2	53896303	68692075	11	16853582	31002065	-1
57	2	68694939	71017637	6	85967355	87621875	-1
58	2	71030352	71031351	9	22124775	22125756	-1
59	2	71036890	74007032	6	83595909	85911463	1
60	2	74056087	89470514	6	67863764	83522442	-1
61	2	90025461	90259988	6	67544251	67797606	1
62	2	91795521	91809392	5	38689096	38694075	1
63	2	95685803	97035217	2	126931604	127486973	-1
64	2	97166364	106810716	1	36326249	43884572	1
65	2	107314118	107314474	5	87426886	87427242	-1
66	2	107314502	107314811	18	63704160	63704468	1
67	2	107418054	108924930	17	53969318	55653885	-1
68	2	109067496	110373646	10	57719580	58686332	1
69	2	110780075	110804218	14	72849504	72891516	1
70	2	110845261	113597794	2	127534682	129199627	1
71	2	113611031	113611770	7	48581121	48581863	-1
72	2	113782624	114136944	2	24107137	24429906	1
73	2	114257253	114257449	19	24974722	24974918	-1
74	2	114438415	122569208	1	120171728	127523522	-1
75	2	122588353	122618666	1	115442320	115477896	-1
76	2	122623842	125284892	1	115554482	118084871	1
77	2	125284894	125285322	1	102060677	104245321	1
78	2	125308898	125521266	1	118112462	118325066	1
79	2	125521321	125544731	17	58433390	58450028	1
80	2	125544746	125678810	1	118339697	118483914	1
81	2	125725732	127034682	1	118556270	120162380	1
82	2	127217008	128785654	18	31794017	32806151	-1
83	2	128848819	130666931	1	34951824	36301084	-1
84	2	130918751	130938274	16	17620300	17635670	-1
85	2	131051755	131052048	5	110525830	110526116	-1
86	2	131098583	131907434	1	34494674	34936444	1
87	2	133139289	138602008	1	127547307	132255878	1
88	2	138722054	139537781	2	23177040	23904353	-1
89	2	140050509	140056433	2	39321086	39348520	-1
90	2	140071395	184404602	2	39367558	80855694	1
91	2	184417271	184633452	2	80859662	81111484	-1
92	2	184677076	184694492	2	81127521	81137377	-1
93	2	184733111	188392182	2	81173031	84305234	1
94	2	188690069	188691410	7	13735606	13736930	-1
95	2	189066558	190504008	1	44493821	46063886	1
96	2	190528610	196602404	1	46864406	53407795	-1
97	2	196619093	212703711	1	53468382	68491763	1
98	2	212710949	212715732	1	68496108	68499165	-1
99	2	212725131	222948082	1	68505506	78005976	1
100	2	222955296	222968887	1	78011309	78024178	-1
101	2	222974090	242806109	1	78030336	95951825	1
102	3	98195	12881712	6	103271010	115757891	1
103	3	12941938	15139351	6	90611935	92163839	1
104	3	15191411	15227791	9	105957543	105991637	1
105	3	15248061	16314014	14	32150126	32906013	1
106	3	16322143	18294852	17	50101317	51798149	1
107	3	18306133	18309138	17	51808587	51812684	-1
108	3	18309740	20225606	17	51818081	53827283	1
109	3	21506520	21606180	11	31165331	31231326	1
110	3	22423214	22424081	7	49276110	49276983	1
111	3	22424084	22424261	X	5462335	5462512	-1
112	3	22424298	22424395	13	66974819	66974916	-1
113	3	23146910	27657178	14	15429255	19822461	-1
114	3	27674699	27676908	17	22103144	22104975	-1
115	3	27755731	37225162	9	111006663	118396883	-1
116	3	37284802	38168212	9	118415427	119058929	1
117	3	38169315	38354599	9	119083414	119256891	-1
118	3	38388387	46415305	9	119266796	124040018	1
119	3	46436262	52346083	9	106029144	110967879	-1
120	3	52352635	57914929	14	27232625	32136636	-1
121	3	57963592	64009065	14	8648472	14953367	1
122	3	64044560	75321750	6	92304916	103271009	1
123	3	75874554	77884912	16	73714915	75522138	-1
124	3	77908077	78000742	16	73583798	73689765	1
