35671	1	894315	59012766	4	102986087	155610416	-1
35672	1	59120351	67562260	4	94608691	102910231	1
35673	1	67631910	68317098	6	66829576	67442073	-1
35674	1	68589539	89738135	3	142159959	159599772	-1
35675	1	89950168	93744300	5	105824519	108662035	1
35676	1	93905157	120696915	3	97727795	122338627	-1
35677	1	120754434	120887322	1	133340341	133466924	1
35678	1	121149401	121350677	13	117897319	118083771	1
35679	1	143881371	144095755	1	133259296	133449518	-1
35680	1	144676687	158154741	3	86799634	97883056	-1
35681	1	158516903	205922697	1	133630393	176379748	-1
35682	1	206075775	207534964	1	132334681	133572558	-1
35683	1	207575939	227644727	1	181768214	197047284	-1
35684	1	227919753	228703212	11	58728366	59269457	-1
35685	1	229404294	235324774	8	126322711	129495221	1
35686	1	235330060	240084659	13	9868164	14291783	-1
35687	1	240253393	247125743	1	176430190	181759381	1
35688	10	138698	5865622	13	3521006	9802042	-1
35689	10	5915452	27157072	2	3009359	22912246	1
35690	10	27398972	27531240	2	22923556	23053933	-1
35691	10	27747786	28722506	18	6728481	7752016	1
35692	10	28950711	32678701	18	3491582	6530738	1
35693	10	33112469	35152269	8	129559285	131365430	-1
35694	10	35284099	35521818	18	3241148	3439197	-1
35695	10	35676708	37094546	18	7985898	9430644	-1
35696	10	37191655	37402201	7	102033245	102243633	1
35697	10	43277986	46218167	6	116170329	118369681	-1
35698	10	46488677	51727392	14	32954557	35114468	1
35699	10	51917603	54540082	19	30291964	32478566	-1
35700	10	55366623	74862972	10	58779416	74310018	-1
35701	10	74870164	81255099	14	21113857	26625929	1
35702	10	82019368	88976316	14	35039814	41942239	-1
35703	10	89234113	121219507	19	32539286	61172120	1
35704	10	121224592	135295738	7	135495649	147509929	1
35705	11	192898	3098752	7	148031290	150829429	1
35706	11	3631069	17360027	7	109227192	123689970	1
35707	11	17403485	25251145	7	53350543	62638143	1
35708	11	26296397	48658712	2	89453136	110832617	-1
35709	11	49250334	49827246	7	94258785	94963306	1
35710	11	51377850	51539057	2	89417509	89789263	1
35711	11	55080583	55323018	2	89122215	89476177	-1
35712	11	56082416	57753858	2	84322889	86071758	-1
35713	11	57844834	68709722	19	3259831	13937570	-1
35714	11	68728143	71212974	7	150980976	152508596	-1
35715	11	71627032	89350901	7	94258787	109226497	-1
35716	11	89860533	107436639	9	3335322	18202752	-1
35717	11	107452617	134843539	9	25880811	53831242	-1
35718	12	66113	2823666	6	118524276	121480079	-1
35719	12	2903120	7695890	6	124232613	128389766	-1
35720	12	8071763	9214464	6	122194446	122920166	-1
35721	12	9901365	30943693	6	129210184	148860449	1
35722	12	30985917	31165338	6	127751052	127938035	1
35723	12	31424829	32537434	6	148864642	149512021	1
35724	12	32634919	33054761	16	16210137	16575303	-1
35725	12	33476533	34210697	15	89563877	90077197	1
35726	12	38607141	55072925	15	89972231	103435732	1
35727	12	55351591	104351507	10	86147576	129801366	-1
35728	12	104359309	108176937	10	82092328	85397096	1
35729	12	108325357	110486420	5	113798218	115273576	1
35730	12	110488793	121497537	5	115347600	123102913	-1
35731	12	121577100	132336561	5	123095992	130112880	1
35732	12	132378991	133522542	5	110540767	111239333	-1
35733	13	20207279	23370461	14	57286636	59733415	1
35734	13	23853398	24896355	14	61054965	61851455	1
35735	13	25188452	25511922	14	56928136	57278768	1
35736	13	25685086	26668986	14	60222859	61062518	-1
35737	13	26784894	34260463	5	147017095	152236442	1
35738	13	34463185	41254213	3	52059615	56995963	-1
35739	13	41469941	49799059	14	72928371	80019334	-1
35740	13	49821990	50161404	14	59818720	60216853	-1
35741	13	50192169	52356487	14	61923772	63591934	1
35742	13	52435459	53211718	8	23079510	23538522	-1
35743	13	53226033	103089581	14	79986707	125114825	1
35744	13	103237605	103533914	1	43973886	44277004	1
35745	13	103533915	115092930	8	4784449	13882143	1
35746	14	20211286	24987352	14	50759128	56574091	1
35747	14	25040539	25149959	14	56716579	56924074	1
35748	14	25157192	52251174	12	45737762	72027412	1
35749	14	52272055	52598781	14	20524935	20869924	-1
35750	14	52688635	58629894	14	45475945	50412362	1
35751	14	58666612	106375879	12	72038748	114763631	1
35752	15	22833222	23086601	7	63049274	63275122	1
35753	15	23914751	28586067	7	63305319	69505345	-1
35754	15	29107424	32578594	7	70124311	72783760	-1
35755	15	32906987	51298173	2	112078690	126895218	1
35756	15	51349622	51942502	9	53874456	54375868	1
35757	15	51961808	78956872	9	54376291	75546932	1
35758	15	79042978	80196839	9	89097482	90102095	-1
35759	15	80253398	85682414	7	88001633	91916292	1
35760	15	85829657	91565912	7	82506213	88000621	-1
35761	15	91593058	99078056	7	75427406	82516181	-1
35762	15	99080385	102265870	7	72788108	75426046	-1
35763	16	222880	3208490	17	23683780	26425884	-1
35764	16	3283710	15197331	16	3698191	13932905	-1
35765	16	15260325	15369270	7	123753234	123929311	-1
35766	16	15478874	16187414	16	13940610	14452822	1
35767	16	16252815	16388674	7	53237037	53339588	1
35768	16	16681590	18325190	7	123753234	125251367	-1
35769	16	18608156	21351663	7	125103525	127486220	1
35770	16	21572755	28339524	7	127776084	133441307	1
35771	16	28390845	29030948	7	133494899	133839138	-1
35772	16	29661006	31520748	7	133814769	135444817	1
35773	16	46693273	69976105	8	87782679	110082875	1
35774	16	70109527	90110030	8	110099639	126060687	1
35775	17	2	15625804	11	62579833	76562478	-1
35776	17	15731601	16472951	11	61940866	62545800	1
35777	17	16917258	21343117	11	59443107	62718398	1
35778	17	25525650	28853901	11	76540043	79145864	-1
35779	17	29058377	36200511	11	79119217	84759762	-1
35780	17	36351926	43638822	11	97096359	103488690	1
35781	17	43706746	45150591	11	103265115	104341027	-1
35782	17	45188646	45518436	11	104359373	104621957	1
35783	17	45560334	60326198	11	84746599	97185287	1
35784	17	60483588	62760387	11	104969838	106943619	1
35785	17	62990972	66110690	11	106700478	109275986	-1
35786	17	66224207	81175056	11	109274991	121676253	1
35787	18	112543	599224	18	9581966	10072841	-1
35788	18	683166	844532	5	32881560	33015506	-1
35789	18	861722	2534400	17	93553683	95124153	1
35790	18	2534401	9972541	17	65908827	71900821	-1
35791	18	10202644	11518916	18	62863317	63794282	1
35792	18	11649353	13871680	18	67204713	68564277	1
35793	18	15016525	15155234	16	86495095	86676655	-1
35794	18	18528605	41073893	18	10062977	31735646	1
35795	18	41355914	54244819	18	68653110	80176116	-1
35796	18	54267924	58201586	18	63821671	67164747	1
35797	18	58351903	65328593	1	105695593	113962311	1
35798	18	66339761	78010601	18	80236491	90713494	-1
35799	19	281181	4173052	10	78989698	81060631	-1
35800	19	4229082	6862967	17	56091900	57474375	1
35801	19	7112183	8071013	8	3150854	4325575	1
35802	19	8366687	8811037	17	33567963	33985993	-1
35803	19	8919008	11689880	9	18258005	21936407	1
35804	19	12745060	14683008	8	86090536	87624638	-1
35805	19	15052169	15262910	10	77980734	78310783	-1
35806	19	15270296	15808207	17	32257628	32840167	1
35807	19	16163040	19774937	8	72314725	75287362	-1
35808	19	28589680	30085362	7	46862636	48211718	1
35809	19	30093064	44860951	7	24897283	39092607	-1
35810	19	45010010	48707700	7	13834117	20575571	-1
35811	19	48800017	51921957	7	50663130	53204276	-1
35812	19	54368915	57485284	7	3288114	6797558	1
35813	19	58523795	59089552	7	13279231	13640795	1
35814	2	140908	9278318	12	25408865	31694213	-1
35815	2	9354723	9994801	12	21123604	21560549	1
35816	2	9996101	10284917	12	25195873	25402927	1
35817	2	10303009	26361943	12	3246833	17779634	-1
35818	2	26394466	27256616	5	30430992	31172716	1
35819	2	27256674	27749458	5	31172717	31642702	1
35820	2	27759882	29024462	5	31652706	32795582	1
35821	2	29033520	51699597	17	71901236	92075815	1
35822	2	51709987	53282184	17	92086545	93481010	1
35823	2	53882943	68694726	11	16851092	31006366	-1
35824	2	68715037	87095119	6	71257504	87620391	-1
35825	2	87345633	87996071	2	128058204	128486897	-1
35826	2	88302422	89174373	6	70659014	71250800	-1
35827	2	95642277	97040617	2	126928209	127552441	-1
35828	2	97151065	106819719	1	36311494	43887041	1
35829	2	107383985	108798215	17	54210407	55702107	-1
35830	2	109065537	110402734	10	57718129	58698594	1
35831	2	111483204	112960231	2	127659617	128743384	1
35832	2	112973390	113650007	2	128751942	129240226	1
35833	2	113723845	114137444	2	24025261	24430383	1
35834	2	114171139	114321953	19	24907903	25062153	-1
35835	2	114436107	122578025	1	120163392	127527362	-1
35836	2	122585948	126347698	1	115270399	119019512	1
35837	2	127805408	128786667	18	31793142	32595589	-1
35838	2	128848553	131914911	1	34635592	36301333	1
35839	2	132604281	132757591	16	86495095	86676655	-1
35840	2	133138389	138607743	1	127545592	132263700	1
35841	2	138721435	139545160	2	23166835	23904993	-1
35842	2	140065297	188395329	2	39363179	84308441	1
35843	2	189007277	190504466	1	44394151	46064334	1
35844	2	190506076	242812118	1	46869431	95958047	1
35845	20	102147	1447942	2	151319591	152325970	-1
35846	20	1736101	25606620	2	129093937	150867138	1
35847	20	29933153	58056214	2	152377995	174740040	1
35848	20	58148222	62907435	2	177850036	181592212	1
35849	21	10369840	10592667	3	44131193	44328148	1
35850	21	14535253	14714360	16	86495095	86646279	1
35851	21	15515528	43438088	16	75548830	98189038	1
35852	21	43490502	45122943	17	31090833	32202063	1
35853	21	45278940	48084912	10	75669919	77825454	-1
35854	22	17565811	18659740	6	120413178	121220667	1
35855	22	19010381	22338262	16	16870152	18970517	-1
35856	22	23396488	25031504	10	74415342	75337027	1
35857	22	25201765	29156283	5	111253051	113740207	-1
35858	22	29251511	32022116	11	3025669	5374598	-1
35859	22	32022117	32511666	5	33085252	33505515	1
35860	22	32783299	33472414	10	85401120	85979330	1
35861	22	33658332	35953121	8	75325496	77750405	1
35862	22	35962951	51222438	15	76817690	89424367	1
35863	3	61304	12897767	6	103237391	115854574	1
35864	3	12939278	15163105	6	90609507	92175468	1
35865	3	15245114	16307845	14	32147210	32899970	1
35866	3	16307846	20231899	17	50089163	53830729	1
35867	3	23146386	27721393	14	15317554	19822946	-1
35868	3	27753690	37261140	9	110988337	118399011	-1
35869	3	37269243	46423369	9	118405224	124045161	1
35870	3	46446256	52346387	9	106028817	110962646	-1
35871	3	52350060	57931230	14	27223015	32139421	-1
35872	3	57993765	64009700	14	8650162	14953921	1
35873	3	64017713	75322601	6	92238951	103272166	1
35874	3	75865702	90309600	16	62881109	75533441	-1
35875	3	93527487	125343459	16	33161454	62961893	-1
35876	3	125725101	129038484	6	87624439	90596500	1
35877	3	129094932	129632650	6	115756983	116152342	1
35878	3	129931635	138353358	9	99127083	105954063	-1
35879	3	138372654	148087492	9	90208626	99088414	-1
35880	3	148467535	148965303	3	19844261	20208393	-1
35881	3	149055816	167822106	3	57054365	75784728	1
35882	3	167857105	178105807	3	20470426	31485949	-1
35883	3	178137517	182818465	3	31638346	35901657	1
35884	3	182965714	195325931	16	19751633	31331552	1
35885	3	195428230	197771581	16	31331921	33128467	1
35886	4	493106	1023731	5	108741923	109138428	1
35887	4	1109142	3830658	5	33525215	35664329	1
35888	4	4184743	49083612	5	35704658	73846400	1
35889	4	52689038	89000187	5	73865768	104983146	1
35890	4	89178698	95273100	6	57456415	65123639	1
35891	4	95284699	119338945	3	123105433	142131396	-1
35892	4	119339188	119512723	1	178585320	178718839	-1
35893	4	119596924	120703320	3	122353311	123101525	-1
35894	4	121018693	122194687	6	65414876	66464729	-1
35895	4	122242382	141190230	3	36074850	52021106	1
35896	4	141251922	150892329	8	77809233	85990128	-1
35897	4	150966383	163096512	3	75860358	86767002	-1
35898	4	163504024	190884657	8	42482546	69921244	-1
35899	5	191425	7935441	13	68688227	74501635	-1
35900	5	8927745	42888975	15	3154663	32689145	-1
35901	5	43446298	46118514	13	118184614	120284309	-1
35902	5	49569996	68922426	13	101200011	118182625	-1
35903	5	70265557	84371909	13	88007425	101285203	-1
35904	5	84566270	96144383	13	74776754	87624367	-1
35905	5	96202316	98405239	17	15717562	17789880	-1
35906	5	98439740	102728411	1	96035493	100251463	-1
35907	5	102759315	110063021	17	59011923	65890677	1
35908	5	110280120	112296881	18	32852817	34566094	1
35909	5	112310736	130339352	18	44535452	60318263	1
35910	5	130484032	134063627	11	51505739	54686270	-1
35911	5	134073478	137090938	13	55723981	58230739	1
35912	5	137225085	147624774	18	34568997	44280612	1
35913	5	147647374	150177176	18	60633368	62776193	-1
35914	5	150381711	154330989	11	54692867	57987430	1
35915	5	154331837	171932313	11	32202764	48597804	-1
35916	5	171946752	172722349	17	26469509	27034357	1
35917	5	172736725	173663599	11	31252048	32042325	1
35918	5	173750964	177039611	13	53549876	55714646	1
35919	5	177531363	180585244	11	48923136	51472808	-1
35920	6	181261	15099150	13	30651921	44737274	1
35921	6	15104709	20060798	13	44738850	48564221	1
35922	6	20065223	28502803	13	21378234	30370483	-1
35923	6	29322703	33297218	17	34042414	37636846	-1
35924	6	33359177	39058058	17	27053729	31077825	1
35925	6	39069766	39266486	14	20889593	21067810	1
35926	6	39266498	49681826	17	40901454	50081698	-1
35927	6	49796129	52568703	1	18096048	21288305	1
35928	6	52656530	55784577	9	75566149	78153338	-1
35929	6	56223874	58686221	1	32854147	34467402	-1
35930	6	61967179	73920868	1	21348570	32976173	-1
35931	6	74104388	86360515	9	78243512	88388361	1
35932	6	87793887	100245013	4	21360926	34856730	-1
35933	6	100545979	116923157	10	33712673	51134360	-1
35934	6	117047677	123151435	10	51288756	57555878	1
35935	6	123289910	154997844	10	3012077	33368598	-1
35936	6	155053083	160101646	17	3113738	8124857	-1
35937	6	160103032	166797236	17	8476185	13208514	-1
35938	6	167120855	167552070	17	8188181	8451111	1
35939	6	167859539	170893754	17	13680338	15664308	1
35940	7	169204	6771649	5	139196217	144798574	-1
35941	7	7132996	12536829	6	7726454	13231261	1
35942	7	12561752	19748810	12	34114332	40894269	-1
35943	7	19761201	22528893	12	118641972	121257527	-1
35944	7	22595306	22772664	5	30144036	30347124	1
35945	7	22903126	23240676	5	23370332	23688787	1
35946	7	23254035	33103246	6	48961985	56874728	1
35947	7	33134362	36494039	9	22135934	25412777	-1
35948	7	36524506	43605930	13	14318369	21130187	-1
35949	7	43906144	55317931	11	5604321	16847264	1
35950	7	56019352	56184138	5	130221165	130389643	1
35951	7	66808098	72045725	5	130811877	134550323	-1
35952	7	72536306	76149827	5	134564118	136526114	1
35953	7	76282730	76575579	3	147039210	147310533	-1
35954	7	76702246	92676514	5	3149760	20984708	-1
35955	7	92745197	97502117	6	3320884	7643721	1
35956	7	97598308	99229367	5	144771891	146056170	1
35957	7	99552841	102191754	5	136530523	138785068	-1
35958	7	102331617	105210094	5	20893110	23329467	1
35959	7	105210238	107772185	12	31812188	34082709	-1
35960	7	107772206	112136146	12	40896394	45712997	-1
35961	7	112138919	149583263	6	13235181	48498713	1
35962	7	149628652	149959756	5	27090751	27471751	-1
35963	7	150032467	150558657	6	48516135	48941442	1
35964	7	150588373	157179154	5	23767513	30093781	1
35965	7	157225645	158937901	12	117315929	118602310	-1
35966	8	591286	5358752	8	14013802	17847449	1
35967	8	5368147	6693649	8	17852789	18951493	1
35968	8	8108776	9640417	8	35889004	37260661	-1
35969	8	9744629	11737304	14	63713413	65220882	-1
35970	8	12579073	17958954	8	37278486	42472709	1
35971	8	18227877	20177976	8	70014006	71723806	1
35972	8	20206584	29151199	14	65247440	72789990	-1
35973	8	29190466	36677574	8	28743520	35885099	-1
35974	8	36716542	42505949	8	23547628	28346202	-1
35975	8	42691750	43058925	8	27048883	27274681	-1
35976	8	48206338	49865275	16	14673477	16115190	-1
35977	8	50767106	56535248	1	3064230	9399511	-1
35978	8	56650304	62695565	4	3475942	9676047	1
35979	8	63094926	64018516	4	19900400	20797757	-1
35980	8	64075897	67315825	3	16080801	19779141	1
35981	8	67336477	76107163	1	9532908	17919552	1
35982	8	76197937	87035414	3	3360807	15238734	1
35983	8	87057363	97246782	4	9698545	19878631	-1
35984	8	97247028	97373828	13	67005614	67123758	1
35985	8	97446632	146158346	15	32717008	76766319	1
35986	9	51374	6659223	19	24907903	30262283	1
