84	15	23086843	23810454	723611	23681948	23806450	124502	1
85	15	28567298	29213840	646542	29083987	29107489	23502	1
86	15	30248497	31196107	947610	30368524	30799278	430754	1
87	15	31947542	32933877	986335	32617102	32697315	80213	1
88	15	34659395	35043233	383838	34666973	34991992	325019	1
89	15	51298097	51348801	50704	51298145	51349790	51645	1
90	15	51914967	51973550	58583	51942503	51961809	19306	1
91	15	76020029	76196200	176171	76028738	76091595	62857	1
92	15	77924709	78370150	445441	78167784	78380217	212433	1
93	15	78933587	79051546	117959	79003117	79042979	39862	1
94	15	79764632	80351910	587278	80268779	80285952	17173	1
95	15	82577262	83211954	634692	82577550	82821123	243573	1
96	15	84287495	85144249	856754	84748931	85141953	393022	1
97	15	85682376	85923871	241495	85683071	85773625	90554	1
98	15	90808199	90931450	123251	90815616	90858844	43228	1
99	15	91565833	91643515	77682	91565913	91593059	27146	1
100	15	99029207	99192200	162993	99077731	99080392	2661	1
101	15	99548791	99645286	96495	99565829	99568413	2584	1
102	15	102264807	102345902	81095	102265871	102342593	76722	1
103	16	204502	238968	34466	218656	235741	17085	1
104	16	2770216	2802330	32114	2771226	2802084	30858	1
105	16	2908171	2933187	25016	2918326	2932126	13800	1
106	16	3199964	3254247	54283	3234624	3254200	19576	1
107	16	16236931	18792617	2555686	16315703	16574958	259255	1
108	16	18937726	18995274	57548	18980959	19010121	29162	1
109	16	19279652	19422045	142393	19365973	19445088	79115	1
110	16	21314372	21610797	296425	21351213	21570484	219271	1
111	16	21772050	21963981	191931	21807244	21949675	142431	1
112	16	22385938	22825498	439560	22432048	22557567	125519	1
113	16	28335160	28488600	153440	28339525	28390996	51471	1
114	16	28550495	28834320	283825	28626881	28722689	95808	1
115	16	29002104	29674300	672196	29030949	29661007	630058	1
116	16	30200397	30362087	161690	30217597	30357851	140254	1
117	16	31519734	46691891	15172157	31520745	34324391	2803646	1
118	16	69975644	70286290	310646	69976079	69983908	7829	1
119	16	74344205	74481328	137123	74355152	74366305	11153	1
120	17	1204281	1247566	43285	1237047	1247104	10057	1
121	17	4511614	4534214	22600	4532042	4532986	944	1
122	17	6735080	6915798	180718	6747807	6794908	47101	1
123	17	15648092	15848231	200139	15625654	15731880	106226	1
124	17	16472520	16946074	473554	16557433	16760023	202590	1
125	17	18266856	18743398	476542	18266968	18757458	490490	1
126	17	19651746	19674143	22397	19658693	19674623	15930	1
127	17	20222339	21030258	807919	20863000	21030057	167057	1
128	17	21320404	25621106	4300702	25335100	25525651	190551	1
129	17	28853837	29109726	255889	28853797	29058696	204899	1
130	17	29326929	29621665	294736	29326253	29379515	53262	1
131	17	30328064	30469473	141409	30328233	30461478	133245	1
132	17	34207797	34842479	634682	34644418	34817243	172825	1
133	17	36105237	36481493	376256	36194964	36351927	156963	1
134	17	43511119	43861646	350527	43676642	43706747	30105	1
135	17	44270166	44668075	397909	44307414	44425425	118011	1
136	17	45056614	45195310	138696	45150592	45152316	1724	1
137	17	45518675	45608444	89769	45518198	45560343	42145	1
138	17	58042122	58227297	185175	58045874	58205246	159372	1
139	17	60142643	60704762	562119	60303011	60375828	72817	1
140	17	62758831	63005407	246576	62754769	62948920	194151	1
141	17	65989765	66244145	254380	66042960	66230031	187071	1
142	18	581524	2571510	1989986	599203	2534402	1935199	1
143	18	9888156	10454625	566469	9972542	10202664	230122	1
144	18	10871413	11689265	817852	11523330	11591448	68118	1
145	18	13915535	18529701	4614166	13936948	18528804	4591856	1
146	18	40857615	42260138	1402523	41073880	41355919	282039	1
147	18	53303185	54264439	961254	54244820	54268002	23182	1
148	18	58040001	59157775	1117774	58273306	58333859	60553	1
149	18	65184217	66340927	1156710	65948641	66339916	391275	1
150	19	2813588	2976853	163265	2813335	2834256	20921	1
151	19	4173050	4174106	1056	4173052	4174591	1539	1
152	19	4224811	4229495	4684	4224506	4229267	4761	1
153	19	5778745	5785151	6406	5778531	5782956	4425	1
154	19	5978320	5993175	14855	5987560	5993521	5961	1
155	19	6940463	7427666	487203	6971354	7112184	140830	1
156	19	8327305	8367011	39706	8327490	8366719	39229	1
157	19	8673183	8920382	247199	8842300	8919010	76710	1
158	19	11689801	12721732	1031931	12692117	12732393	40276	0
159	19	14682886	15052301	369415	14683009	14911007	227998	1
160	19	15236577	15270445	33868	15262911	15289737	26826	1
161	19	15663127	15751707	88580	15769503	15771572	2069	0
162	19	15934597	16222490	287893	15934483	15982413	47930	1
163	19	17002830	17160573	157743	17008556	17160850	152294	1
164	19	17799401	17862336	62935	17799189	17858290	59101	1
165	19	17958870	17982782	23912	17958884	17970478	11594	1
166	19	19774502	30097201	10322699	19774826	19788668	13842	1
167	19	36729673	36827162	97489	36729628	36829747	100119	1
168	19	37212223	37597639	385416	37180302	37252528	72226	0
169	19	37958339	38123389	165050	38066194	38074183	7989	1
170	19	41314336	41396731	82395	41342403	41349472	7069	1
171	19	41634281	41699115	64834	41643280	41698674	55394	1
172	19	41870037	42341148	471111	41951155	42312986	361831	1
173	19	42947200	43964946	1017746	43015630	43850394	834764	1
174	19	48700877	48799710	98833	48755481	48791184	35703	1
175	19	51891197	52207316	316119	52149983	52178554	28571	1
176	19	52730687	54296857	1566170	54007639	54103549	95910	1
177	19	56697144	56915718	218574	56825790	56894731	68941	1
178	19	56988743	57019212	30469	56973805	57021664	47859	1
179	19	57643294	58469807	826513	58302051	58469031	166980	1
180	19	58514714	58595210	80496	58514236	58540716	26480	1
181	2	9143942	9346894	202952	9278319	9283451	5132	1
182	2	10271546	10710892	439346	10284862	10298622	13760	1
183	2	26360323	26395015	34692	26361944	26394467	32523	1
184	2	28866613	29117509	250896	29024463	29034326	9863	1
185	2	51259674	54091204	2831530	53345677	53882991	537314	1
186	2	68694390	68694693	303	68694394	68694568	174	1
187	2	71017775	71035775	18000	71022817	71032444	9627	1
188	2	74007284	74056086	48802	74001403	74009733	8330	1
189	2	89050427	95691422	6640995	95567225	95642531	75306	1
190	2	97039583	97163383	123800	97040614	97151275	110661	1
191	2	106810795	107418056	607261	106956517	107384176	427659	1
192	2	108926371	109065017	138646	109003895	109065538	61643	1
193	2	110376563	110841447	464884	110460635	110836565	375930	1
194	2	113594480	113730780	136300	113650008	113670301	20293	1
195	2	114036498	114462588	426090	114137445	114429741	292296	1
196	2	122525429	127805603	5280174	127034845	127186121	151276	1
197	2	128785694	128848774	63080	128786650	128820790	34140	1
198	2	129076151	131095814	2019663	130667126	131096484	429358	1
199	2	132111282	133402426	1291144	131911028	133138390	1227362	1
200	2	138435287	138721590	286303	138645875	138717799	71924	1
201	2	139537918	143635067	4097149	139545141	139932590	387449	1
202	2	188430487	189156396	725909	188395330	188581879	186549	1
203	2	190448484	190526146	77662	190504131	190530586	26455	1
204	2	196602426	196602427	1	196589018	196935732	346714	1
205	20	1448337	1959405	511068	1447825	1502207	54382	1
206	20	25566153	29845467	4279314	25606621	29844956	4238335	1
207	21	43430496	43483068	52572	43438089	43490884	52795	1
208	21	45115960	45192393	76433	45116126	45191411	75285	1
209	22	18614498	19023799	409301	18851484	19010382	158898	1
210	22	19166343	19318221	151878	19174977	19318100	143123	1
211	22	20270769	20778874	508105	20307527	20478193	170666	1
212	22	20941919	23401593	2459674	23265316	23395329	130013	1
213	22	23506537	24094855	588318	23667648	23810530	142882	1
214	22	24641110	24666786	25676	24645471	24652568	7097	1
215	22	25006498	25202236	195738	25031505	25202289	170784	1
216	22	29153503	29168662	15159	29156284	29168592	12308	1
217	22	31742218	32340447	598229	32001379	32022118	20739	1
218	22	32509016	32783569	274553	32651416	32783300	131884	1
219	22	33454358	35462129	2007771	33472397	33658333	185936	1
220	22	35950048	36002811	52763	35952255	35962952	10697	1
221	3	12883087	12938719	55632	12883928	12939377	55449	1
222	3	15140670	15247659	106989	15162936	15245225	82289	1
223	3	16347594	16357352	9758	16318901	16346435	27534	1
224	3	20227784	23244511	3016727	20231772	22423312	2191540	1
225	3	27525911	27757440	231529	27708726	27753691	44965	1
226	3	37225180	37284668	59488	37261141	37269244	8103	1
227	3	38165516	38179969	14453	38163750	38180048	16298	1
228	3	38360066	38388251	28185	38370688	38370912	224	1
229	3	46308111	46448654	140543	46423277	46446562	23285	1
230	3	52329272	52350335	21063	52346090	52350061	3971	1
231	3	57914895	57994127	79232	57931142	57942323	11181	1
232	3	64009511	64079543	70032	64009489	64018654	9165	1
233	3	74570291	75955826	1385535	75592105	75865847	273742	1
234	3	125313934	125725200	411266	125343460	125725118	381658	1
235	3	128533639	128720472	186833	128533681	128627768	94087	1
236	3	129035117	129120165	85048	129038485	129115040	76555	1
237	3	129612403	130279178	666775	129614387	129931636	317249	1
238	3	147228080	148508889	1280809	148087413	148370134	282721	1
239	3	148939842	149086809	146967	148994455	149055844	61389	1
240	3	167813763	169484713	1670950	167822107	167857106	34999	1
241	3	170578169	170582664	4495	170497551	170543691	46140	1
242	3	176915261	177990720	1075459	178104927	178122996	18069	1
243	3	182833863	182840001	6138	182818153	182841614	23461	1
244	3	195311076	195447753	136677	195325927	195339047	13120	1
245	3	197300194	197398264	98070	197339367	197398253	58886	1
246	4	1147514	1160720	13206	1109142	1159336	50194	1
247	4	3770253	4190453	420200	3875494	4184744	309250	1
248	4	8873543	9783258	909715	8918717	9774110	855393	1
249	4	68995598	69176105	180507	69115890	69144816	28926	1
250	4	69363322	69794181	430859	69365029	69372856	7827	1
251	4	89080064	89178763	98699	89061549	89178757	117208	1
252	4	89444964	89513574	68610	89445258	89457853	12595	1
253	4	95264027	95373038	109011	95273099	95284700	11601	1
254	4	120243545	121613070	1369525	120703321	120932277	228956	1
255	4	122148621	122589110	440489	122194350	122475631	281281	1
256	4	140812130	141309607	497477	141191278	141251930	60652	1
257	4	150736980	150999426	262446	150892274	150966490	74216	1
258	4	160281297	164047860	3766563	163158824	163504072	345248	1
259	5	7901237	9035138	1133901	8331000	8927746	596746	1
260	5	42721979	43444772	722793	43061498	43446299	384801	1
261	5	96143892	96271168	127276	96144352	96189237	44885	1
262	5	98262238	99871009	1608771	98385946	98420343	34397	1
263	5	101632253	102201523	569270	101871283	101886649	15366	1
264	5	102614361	102884556	270195	102728412	102759493	31081	1
265	5	110062381	110405778	343397	110062513	110280126	217613	1
266	5	112258066	112312433	54367	112296573	112310826	14253	1
267	5	129521484	130506503	985019	130363373	130492702	129329	1
268	5	134063601	134074191	10590	134063628	134074315	10687	1
269	5	137090039	137225125	135086	137090939	137225086	134147	1
270	5	147594699	147648375	53676	147624730	147647414	22684	1
271	5	150138671	150400216	261545	150358561	150381952	23391	1
272	5	154348970	155753767	1404797	154346122	154346580	458	1
273	5	171881527	172068276	186749	171932143	171948190	16047	1
274	5	172662314	172741716	79402	172724864	172736728	11864	1
275	5	173536189	174867675	1331486	173710943	173750965	40022	1
276	5	177037348	177540556	503208	177039612	177238880	199268	1
277	6	19840915	20102376	261461	20060629	20065224	4595	1
278	6	28891768	29523292	631524	29045965	29069647	23682	1
279	6	33297046	33378176	81130	33297219	33378054	80835	1
280	6	39055519	39071840	16321	39058059	39069767	11708	1
281	6	39290330	39297766	7436	39302795	39308209	5414	1
282	6	49604587	49801970	197383	49755228	49781672	26444	1
283	6	52551386	52866077	314691	52604261	52769243	164982	1
284	6	55740375	56322785	582410	55784578	56223911	439333	1
285	6	73908574	74104471	195897	73959754	74015946	56192	1
286	6	86353510	87795216	1441706	86431231	87793390	1362159	1
287	6	100063454	100832885	769431	100244585	100545980	301395	1
288	6	116916942	116937642	20700	116923133	116937342	14209	1
289	6	116989957	117073363	83406	117047500	117047678	178	1
290	6	123130865	123317390	186525	123151312	123197424	46112	1
291	6	154831793	155411423	579630	154997845	155053410	55565	1
292	6	158932860	160100148	1167288	160101585	160103033	1448	1
293	6	166796486	167412670	616184	166810285	166814252	3967	1
294	6	167553184	167569759	16575	167552071	167568594	16523	1
295	7	2568811	2577511	8700	2569691	2571384	1693	1
296	7	2704436	2719156	14720	2704412	2718601	14189	1
297	7	5821370	6012870	191500	5887182	5893917	6735	1
298	7	6746566	7196565	449999	6771596	7040224	268628	1
299	7	12443852	12610203	166351	12532547	12561602	29055	1
300	7	19748710	20176020	427310	19748811	19761202	12391	1
301	7	22396763	22980878	584115	22594247	22851564	257317	1
302	7	23240630	23275586	34956	23250302	23282199	31897	1
303	7	33102409	33168856	66447	33102663	33103107	444	1
304	7	36341152	36552607	211455	36340257	36524613	184356	1
305	7	43602938	43906157	303219	43605931	43906145	300214	1
306	7	55324313	55433141	108828	55317932	55432651	114719	1
307	7	55640681	55861237	220556	55641204	55861949	220745	1
308	7	66460635	69063905	2603270	66703890	66808099	104209	1
309	7	71912148	72726535	814387	72328625	72395760	67135	1
310	7	74867341	75162621	295280	74876870	75028219	151349	1
311	7	76151394	77166592	1015198	76692271	76702255	9984	1
312	7	92465908	92759368	293460	92685192	92730641	45449	1
313	7	97501854	97736197	234343	97502118	97598309	96191	1
314	7	99230030	99520892	290862	99247625	99469913	222288	1
315	7	99819111	99998449	179338	99951995	99953858	1863	1
316	7	102119354	102389418	270064	102330944	102331805	861	1
317	7	105162714	105245221	82507	105195782	105210318	14536	1
318	7	107643804	107788082	144278	107772186	107772207	21	1
319	7	112130942	112405787	274845	112136147	112138930	2783	1
320	7	150502208	150642049	139841	150553103	150588468	35365	1
321	7	157210133	157331750	121617	157210206	157225646	15440	1
322	8	6693166	8175258	1482092	7782560	8108777	326217	1
323	8	9639856	9911778	271922	9643081	9670273	27192	1
324	8	11842099	12579403	737304	12262712	12579074	316362	1
325	8	17942507	18384813	442306	17958658	17992143	33485	1
326	8	20161474	21766384	1604910	20177938	20186585	8647	1
327	8	29120610	29190581	69971	29151200	29190467	39267	1
328	8	35654068	37594097	1940029	36677332	36716543	39211	1
329	8	37917879	37963011	45132	37925418	37962926	37508	1
330	8	42408151	42552562	144411	42494691	42547677	52986	1
331	8	42623619	42691818	68199	42656942	42691752	34810	1
332	8	43057969	48173542	5115573	43058926	48192278	5133352	1
333	8	49834299	51306754	1472455	49865073	50711945	846872	1
334	8	56436786	56651320	214534	56535249	56650305	115056	1
335	8	62627199	63492098	864899	62691632	62721426	29794	1
336	8	63998598	64081437	82839	64017908	64076044	58136	1
337	8	67090846	67341263	250417	67315829	67336639	20810	1
338	8	75946793	76320149	373356	76126494	76197938	71444	1
339	8	86393721	87111133	717412	87055272	87057364	2092	1
340	8	97173020	97251663	78643	97236335	97246021	9686	1
341	8	97346774	97505882	159108	97373756	97413899	40143	1
342	9	6645650	6757641	111991	6665206	6743136	77930	1
343	9	27297137	27325207	28070	27300620	27325091	24471	1
344	9	38398658	71151496	32752838	38471950	42663958	4192008	1
345	9	82340414	84198598	1858184	82777365	82993522	216157	1
346	9	85678092	86237964	559872	86215137	86238084	22947	1
347	9	90323546	91003334	679788	90481289	90497250	15961	1
348	9	94877690	94972489	94799	94877727	94937687	59960	1
349	9	97063736	97321002	257266	97067713	97107004	39291	1
350	9	99417599	100000779	583180	99961668	100037895	76227	1
351	9	123476748	123514256	37508	123488550	123526078	37528	1
352	9	127952218	127962824	10606	127951196	127962751	11555	1
353	9	131051269	131071382	20113	131054917	131061548	6631	1
354	9	134406655	134431442	24787	134406565	134420527	13962	1
355	9	136039332	136130563	91231	136039643	136081694	42051	1
356	9	138396519	138515502	118983	138396087	138405055	8968	1
357	9	139618502	139632619	14117	139621344	139633928	12584	1
358	X	9917483	10413596	496113	9936764	10415592	478828	1
359	X	23804343	24001837	197494	23849593	23850310	717	1
360	X	36403178	38660685	2257507	36983969	37370115	386146	1
361	X	47863377	48316920	453543	47926275	48270825	344550	1
362	X	51151687	53078506	1926819	51459779	52917126	1457347	1
363	X	55057497	55744172	686675	55188012	55430398	242386	1
364	X	56593328	62567107	5973779	57163957	57603961	440004	1
365	X	114468635	115301975	833340	114754442	114960514	206072	1
366	X	118986961	119005450	18489	118987883	119003457	15574	1
367	X	119077735	119384607	306872	119080955	119125571	44616	1
368	X	148586877	148848815	261938	148606547	148628847	22300	1
369	X	149107029	149529689	422660	149097745	149127426	29681	1
