1	1	49632018	49646559	14541	49619353	49694899	75546	1
2	1	49680921	49685699	4778	49630921	49694899	63978	1
3	1	59011515	59041059	29544	59012767	59017239	4472	1
4	1	59044186	59125167	80981	59046935	59120353	73418	1
5	1	67523846	67632065	108219	67610044	67630390	20346	1
6	1	68243448	68591141	347693	68317680	68589911	272231	1
7	1	89587512	89599071	11559	89607025	89649073	42048	0
8	1	89661121	89703267	42146	89613229	89737115	123886	0
9	1	89851445	89984157	132712	89801445	89919406	117961	1
10	1	93828167	93909231	81064	93835340	93905158	69818	1
11	1	120529705	120563992	34287	120493610	120603104	109494	1
12	1	120603398	143930544	23327146	120658222	120779861	121639	1
13	1	144037100	144874792	837692	144092108	144276239	184131	1
14	1	145212309	145263510	51201	145200642	145281028	80386	1
15	1	145281683	145413154	131471	145287974	145411072	123098	1
16	1	145747131	146626152	879021	145945196	146012523	67327	1
17	1	147400694	149038969	1638275	147486907	147552803	65896	1
18	1	149068494	149857810	789316	149320638	149734073	413435	1
19	1	158069995	158389823	319828	158096782	158368339	271557	1
20	1	158396178	158517048	120870	158396425	158517870	121445	1
21	1	205914377	206197380	283003	205922669	206079367	156698	1
22	1	206331147	206509996	178849	206331336	206482533	151197	1
23	1	207533088	207576263	43175	207534232	207575940	41708	1
24	1	213967550	213969280	1730	213917550	214019282	101732	1
25	1	213972706	213985996	13290	213922706	214030372	107666	1
26	1	224348903	224362882	13979	224412257	224412884	627	0
27	1	224363418	224377277	13859	224313418	224313636	218	0
28	1	224377889	224380032	2143	224412257	224413798	1541	1
29	1	225977055	226016453	39398	225978137	225996406	18269	1
30	1	227619755	227621781	2026	227644728	227671783	27055	0
31	1	227622178	227920151	297973	227622292	227919754	297462	1
32	1	228699605	228871557	171952	228703201	228853441	150240	1
33	1	235318430	235330206	11776	235316732	235329669	12937	1
34	1	240074297	240176085	101788	240084660	240175915	91255	1
35	1	240176291	240221579	45288	240176398	240221266	44868	1
36	1	247124592	247393274	268682	247125624	247393176	267552	1
37	1	247395182	247463840	68658	247395218	247460702	65484	1
38	1	247621536	247835514	213978	247684390	247811253	126863	1
39	1	247887096	247938220	51124	247901914	247929700	27786	1
40	1	247939098	247997213	58115	247961568	248005082	43514	0
41	1	248059380	248097230	37850	248084317	248138926	54609	1
42	1	248154470	248185399	30929	248225047	248235401	10354	0
43	1	248263565	248541383	277818	248526285	248538429	12144	1
44	1	248551760	248569476	17716	248501760	248512099	10339	0
45	1	248570317	248862279	291962	248813261	248854801	41540	1
46	10	2294447	2327448	33001	2299883	2319975	20092	1
47	10	2443930	2461409	17479	2448577	2455536	6959	1
48	10	5855210	5920166	64956	5865611	5915563	49952	1
49	10	15429492	15495704	66212	15456078	15469950	13872	1
50	10	27155434	27311774	156340	27156931	27293955	137024	1
51	10	27350175	27400894	50719	27371894	27399100	27206	1
52	10	27531075	27535322	4247	27531241	27535079	3838	1
53	10	27537558	27671326	133768	27540855	27659935	119080	1
54	10	28911967	28955740	43773	28913567	28947063	33496	1
55	10	29599067	29746820	147753	29664842	29736874	72032	1
56	10	30901797	31006609	104812	30925796	30957237	31441	1
57	10	32677475	33015639	338164	32687041	32735091	48050	1
58	10	35150948	35297542	146594	35183814	35284102	100288	1
59	10	35501302	35625985	124683	35510296	35620957	110661	1
60	10	37057943	38121246	1063303	37094536	38082347	987811	1
